hospital,hospital_website,url,status code,teamwork,teamstepps,team training,crew resource management,the,text-teamwork,text-teamstepps,text-team training,text-crew resource management
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lafayettegeneral.com/services/cardiovascular.aspx,200,0,0,0,0,15,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/category/hearing-loss/,200,0,0,0,0,34,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lgec.net/search,200,0,0,0,0,1,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lafayettegeneral.com/our_facilities/main_facilities/st_martin_hospital.aspx,200,0,0,0,0,12,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lafayettegeneral.com/volunteer.aspx,200,0,0,0,0,15,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/category/spanking/,200,0,0,0,0,80,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lafayettegeneral.com/patient_visitor_info/billing.aspx,200,0,0,0,0,5,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lafayettegeneral.com/gift_shop.aspx,200,0,0,0,0,10,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/category/car-safety/,200,0,0,0,0,96,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/category/asthma-care/,200,0,0,0,0,56,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lafayettegeneral.com/Articles/lafayette_general_medical_doctors_join_blue_cross_program_to_boost_patients_health.aspx,200,0,0,0,0,6,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lafayettegeneral.com/news_events/event_calendar.aspx,200,0,0,0,0,1,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lafayettegeneral.com/%20http://www.lafayettegeneral.com/services/radiology_imaging.aspx,400,0,0,0,0,0,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lafayettegeneral.com/medicaid.aspx,200,0,0,0,0,4,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/category/belly-painappendicitis/,200,0,0,0,0,74,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/category/colic/,200,0,0,0,0,36,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/category/mosquito-bitesillnesses/,200,0,0,0,0,18,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lafayettegeneral.com/our_facilities/professional_centers/urgent_care_walk_in_clinics.aspx,200,0,0,0,0,9,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lafayettegeneral.com/our_facilities/professional_centers/oil_center_surgical_plaza.aspx,200,0,0,0,0,5,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lgec.net/PressRoom/PressRoomDisplay.asp?p1=646&p2=Y&E=N,200,0,0,0,0,14,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/category/fever/,200,0,0,0,0,126,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/category/cancer-in-children/,200,0,0,0,0,29,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lafayettegeneral.com/our_facilities/main_facilities/lafayette_general_medical_center/our_lgmd_doctors.aspx,200,0,0,0,0,3,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/category/dental-infections/,200,0,0,0,0,48,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/author/klfydoctor/,200,0,0,0,0,252,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/category/colds-in-babies/,200,0,0,0,0,64,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/category/spiders-and-ticks/,200,0,0,0,0,31,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lafayettegeneral.com/,200,0,0,0,0,12,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lafayettegeneral.com/sitemap.aspx,200,0,0,0,0,1,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lgec.net/PressRoom/PressRoom.asp,200,0,0,0,0,4,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lafayettegeneral.com/careers.aspx,200,0,0,0,0,22,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lafayettegeneral.com/patient_visitor_info/rights_responsibilities.aspx,200,0,0,0,0,62,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lafayettegeneral.com/services/emergency_medicine.aspx,200,0,0,0,0,17,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/category/normal-newborns/,200,0,0,0,0,14,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/2017/06/30/pills-and-detergents-and-outlets-oh-my/,200,0,0,0,0,26,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lafayettegeneral.com/services/wellness.aspx,200,0,0,0,0,5,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lgec.net/Default.asp,200,0,0,0,0,7,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/category/rsvbronchiolitis/,200,0,0,0,0,46,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lgec.net/PressRoom/PressRoomDisplay.asp?p1=759&p2=Y&E=N,200,0,0,0,0,0,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/category/gun-safety/,200,0,0,0,0,30,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lafayettegeneral.com/vampire.aspx,200,0,0,0,0,26,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/category/talking-to-babies-and-toddlers/,200,0,0,0,0,48,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/category/lice-and-bedbugs/,200,0,0,0,0,18,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/category/diarrhea/,200,0,0,0,0,76,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lafayettegeneral.com/Events/Default.aspx?e=476,200,0,0,0,0,4,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/category/influenza/,200,0,0,0,0,49,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/category/head-injury/,200,0,0,0,0,143,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lafayettegeneral.com/support_groups.aspx,200,0,0,0,0,24,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/category/anxiety/,200,0,0,0,0,23,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/category/alternative-medicine/,200,0,0,0,0,44,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://parentsdontfret.net/category/stimulant-use/,200,0,0,0,0,26,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lafayettegeneral.com/services/stroke_center.aspx,200,0,0,0,0,26,,,,
Abrom Kaplan Memorial Hospital,http://www.lafayettegeneral.com,http://www.lgec.net/Contacts/Bios.asp,200,0,0,0,0,0,,,,
